"","DBCODE","ENTITY","SITECODE","YEAR","MONTH","DAY","HOUR","MINUTE","L2TEMP","REMOVEFLAG","SNOWFLAG","SPASTFLAG","time","obs_num","clust","clust_type"
"1","SA024",3,2,2011,9,5,7,0,12,0,0,0,7,1,1,"High"
"2","SA024",3,2,2011,9,5,7,20,11.9,0,0,0,7.33333333333333,2,1,"High"
"3","SA024",3,2,2011,9,5,7,40,11.9,0,0,0,7.66666666666667,3,1,"High"
"4","SA024",3,2,2011,9,5,8,0,12.2,0,0,0,8,4,1,"High"
"5","SA024",3,2,2011,9,5,8,20,12.6,0,0,0,8.33333333333333,5,1,"High"
"6","SA024",3,2,2011,9,5,8,40,13.3,0,0,0,8.66666666666667,6,1,"High"
"7","SA024",3,2,2011,9,5,9,0,13.9,0,0,0,9,7,1,"High"
"8","SA024",3,2,2011,9,5,9,20,14.7,0,0,0,9.33333333333333,8,1,"High"
"9","SA024",3,2,2011,9,5,9,40,15.9,0,0,0,9.66666666666667,9,1,"High"
"10","SA024",3,2,2011,9,5,10,0,16.7,0,0,0,10,10,1,"High"
"11","SA024",3,2,2011,9,5,10,20,17.5,0,0,0,10.3333333333333,11,1,"High"
"12","SA024",3,2,2011,9,5,10,40,18,0,0,0,10.6666666666667,12,1,"High"
"13","SA024",3,2,2011,9,5,11,0,18.5,0,0,0,11,13,1,"High"
"14","SA024",3,2,2011,9,5,11,20,19.7,0,0,0,11.3333333333333,14,1,"High"
"15","SA024",3,2,2011,9,5,11,40,20.2,0,0,0,11.6666666666667,15,1,"High"
"16","SA024",3,2,2011,9,5,12,0,20.9,0,0,0,12,16,1,"High"
"17","SA024",3,2,2011,9,5,12,20,21.7,0,0,0,12.3333333333333,17,1,"High"
"18","SA024",3,2,2011,9,5,12,40,22.2,0,0,0,12.6666666666667,18,1,"High"
"19","SA024",3,2,2011,9,5,13,0,23.3,0,0,0,13,19,1,"High"
"20","SA024",3,2,2011,9,5,13,20,24.4,0,0,0,13.3333333333333,20,1,"High"
"21","SA024",3,2,2011,9,5,13,40,25.1,0,0,0,13.6666666666667,21,1,"High"
"22","SA024",3,2,2011,9,5,14,0,25,0,0,0,14,22,1,"High"
"23","SA024",3,2,2011,9,5,14,20,25.2,0,0,0,14.3333333333333,23,1,"High"
"24","SA024",3,2,2011,9,5,14,40,25.8,0,0,0,14.6666666666667,24,1,"High"
"25","SA024",3,2,2011,9,5,15,0,25.6,0,0,0,15,25,1,"High"
"26","SA024",3,2,2011,9,5,15,20,25.5,0,0,0,15.3333333333333,26,1,"High"
"27","SA024",3,2,2011,9,5,15,40,25.4,0,0,0,15.6666666666667,27,1,"High"
"28","SA024",3,2,2011,9,5,16,0,26.3,0,0,0,16,28,1,"High"
"29","SA024",3,2,2011,9,5,16,20,27.2,0,0,0,16.3333333333333,29,1,"High"
"30","SA024",3,2,2011,9,5,16,40,27.7,0,0,0,16.6666666666667,30,1,"High"
"31","SA024",3,2,2011,9,5,17,0,26.8,0,0,0,17,31,1,"High"
"32","SA024",3,2,2011,9,5,17,20,24.9,0,0,0,17.3333333333333,32,1,"High"
"33","SA024",3,2,2011,9,5,17,40,25.9,0,0,0,17.6666666666667,33,1,"High"
"34","SA024",3,2,2011,9,5,18,0,25.5,0,0,0,18,34,1,"High"
"35","SA024",3,2,2011,9,5,18,20,23.5,0,0,0,18.3333333333333,35,1,"High"
"36","SA024",3,2,2011,9,5,18,40,22.4,0,0,0,18.6666666666667,36,1,"High"
"37","SA024",3,2,2011,9,5,19,0,21.9,0,0,0,19,37,1,"High"
"38","SA024",3,2,2011,9,5,19,20,21.3,0,0,0,19.3333333333333,38,1,"High"
"39","SA024",3,2,2011,9,5,19,40,20.5,0,0,0,19.6666666666667,39,1,"High"
"40","SA024",3,2,2011,9,5,20,0,19.8,0,0,0,20,40,1,"High"
"41","SA024",3,2,2011,9,5,20,20,19.1,0,0,0,20.3333333333333,41,1,"High"
"42","SA024",3,2,2011,9,5,20,40,18.5,0,0,0,20.6666666666667,42,1,"High"
"43","SA024",3,2,2011,9,5,21,0,18,0,0,0,21,43,1,"High"
"44","SA024",3,2,2011,9,5,21,20,17.6,0,0,0,21.3333333333333,44,1,"High"
"45","SA024",3,2,2011,9,5,21,40,17.2,0,0,0,21.6666666666667,45,1,"High"
"46","SA024",3,2,2011,9,5,22,0,16.8,0,0,0,22,46,1,"High"
"47","SA024",3,2,2011,9,5,22,20,16.5,0,0,0,22.3333333333333,47,1,"High"
"48","SA024",3,2,2011,9,5,22,40,16,0,0,0,22.6666666666667,48,1,"High"
"49","SA024",3,2,2011,9,5,23,0,15.8,0,0,0,23,49,1,"High"
"50","SA024",3,2,2011,9,5,23,20,15.4,0,0,0,23.3333333333333,50,1,"High"
"51","SA024",3,2,2011,9,5,23,40,15.1,0,0,0,23.6666666666667,51,1,"High"
"52","SA024",3,311,2011,9,5,7,0,14.1,0,0,0,7,1,1,"High"
"53","SA024",3,311,2011,9,5,7,20,14.4,0,0,0,7.33333333333333,2,1,"High"
"54","SA024",3,311,2011,9,5,7,40,14.1,0,0,0,7.66666666666667,3,1,"High"
"55","SA024",3,311,2011,9,5,8,0,14.2,0,0,0,8,4,1,"High"
"56","SA024",3,311,2011,9,5,8,20,14.7,0,0,0,8.33333333333333,5,1,"High"
"57","SA024",3,311,2011,9,5,8,40,15.7,0,0,0,8.66666666666667,6,1,"High"
"58","SA024",3,311,2011,9,5,9,0,16.4,0,0,0,9,7,1,"High"
"59","SA024",3,311,2011,9,5,9,20,17.1,0,0,0,9.33333333333333,8,1,"High"
"60","SA024",3,311,2011,9,5,9,40,18.1,0,0,0,9.66666666666667,9,1,"High"
"61","SA024",3,311,2011,9,5,10,0,19.1,0,0,0,10,10,1,"High"
"62","SA024",3,311,2011,9,5,10,20,19.8,0,0,0,10.3333333333333,11,1,"High"
"63","SA024",3,311,2011,9,5,10,40,20.4,0,0,0,10.6666666666667,12,1,"High"
"64","SA024",3,311,2011,9,5,11,0,21.1,0,0,0,11,13,1,"High"
"65","SA024",3,311,2011,9,5,11,20,22,0,0,0,11.3333333333333,14,1,"High"
"66","SA024",3,311,2011,9,5,11,40,23.4,0,0,0,11.6666666666667,15,1,"High"
"67","SA024",3,311,2011,9,5,12,0,24.1,0,0,0,12,16,1,"High"
"68","SA024",3,311,2011,9,5,12,20,24.8,0,0,0,12.3333333333333,17,1,"High"
"69","SA024",3,311,2011,9,5,12,40,26.7,0,0,0,12.6666666666667,18,1,"High"
"70","SA024",3,311,2011,9,5,13,0,27.1,0,0,0,13,19,1,"High"
"71","SA024",3,311,2011,9,5,13,20,27.4,0,0,0,13.3333333333333,20,1,"High"
"72","SA024",3,311,2011,9,5,13,40,27.4,0,0,0,13.6666666666667,21,1,"High"
"73","SA024",3,311,2011,9,5,14,0,27.7,0,0,0,14,22,1,"High"
"74","SA024",3,311,2011,9,5,14,20,27.8,0,0,0,14.3333333333333,23,1,"High"
"75","SA024",3,311,2011,9,5,14,40,28.6,0,0,0,14.6666666666667,24,1,"High"
"76","SA024",3,311,2011,9,5,15,0,29,0,0,0,15,25,1,"High"
"77","SA024",3,311,2011,9,5,15,20,28.7,0,0,0,15.3333333333333,26,1,"High"
"78","SA024",3,311,2011,9,5,15,40,27.8,0,0,0,15.6666666666667,27,1,"High"
"79","SA024",3,311,2011,9,5,16,0,27.4,0,0,0,16,28,1,"High"
"80","SA024",3,311,2011,9,5,16,20,27.1,0,0,0,16.3333333333333,29,1,"High"
"81","SA024",3,311,2011,9,5,16,40,26.7,0,0,0,16.6666666666667,30,1,"High"
"82","SA024",3,311,2011,9,5,17,0,26.3,0,0,0,17,31,1,"High"
"83","SA024",3,311,2011,9,5,17,20,26,0,0,0,17.3333333333333,32,1,"High"
"84","SA024",3,311,2011,9,5,17,40,25.5,0,0,0,17.6666666666667,33,1,"High"
"85","SA024",3,311,2011,9,5,18,0,24.9,0,0,0,18,34,1,"High"
"86","SA024",3,311,2011,9,5,18,20,24.1,0,0,0,18.3333333333333,35,1,"High"
"87","SA024",3,311,2011,9,5,18,40,23.1,0,0,0,18.6666666666667,36,1,"High"
"88","SA024",3,311,2011,9,5,19,0,22.6,0,0,0,19,37,1,"High"
"89","SA024",3,311,2011,9,5,19,20,21.9,0,0,0,19.3333333333333,38,1,"High"
"90","SA024",3,311,2011,9,5,19,40,21.4,0,0,0,19.6666666666667,39,1,"High"
"91","SA024",3,311,2011,9,5,20,0,19.9,0,0,0,20,40,1,"High"
"92","SA024",3,311,2011,9,5,20,20,19.2,0,0,0,20.3333333333333,41,1,"High"
"93","SA024",3,311,2011,9,5,20,40,18.6,0,0,0,20.6666666666667,42,1,"High"
"94","SA024",3,311,2011,9,5,21,0,18.2,0,0,0,21,43,1,"High"
"95","SA024",3,311,2011,9,5,21,20,17.9,0,0,0,21.3333333333333,44,1,"High"
"96","SA024",3,311,2011,9,5,21,40,17.5,0,0,0,21.6666666666667,45,1,"High"
"97","SA024",3,311,2011,9,5,22,0,17.3,0,0,0,22,46,1,"High"
"98","SA024",3,311,2011,9,5,22,20,17.1,0,0,0,22.3333333333333,47,1,"High"
"99","SA024",3,311,2011,9,5,22,40,16.7,0,0,0,22.6666666666667,48,1,"High"
"100","SA024",3,311,2011,9,5,23,0,16.4,0,0,0,23,49,1,"High"
"101","SA024",3,311,2011,9,5,23,20,16.7,0,0,0,23.3333333333333,50,1,"High"
"102","SA024",3,311,2011,9,5,23,40,16.4,0,0,0,23.6666666666667,51,1,"High"
"103","SA024",3,3,2011,9,5,7,0,13.8,0,0,0,7,1,1,"High"
"104","SA024",3,3,2011,9,5,7,20,13.8,0,0,0,7.33333333333333,2,1,"High"
"105","SA024",3,3,2011,9,5,7,40,13.8,0,0,0,7.66666666666667,3,1,"High"
"106","SA024",3,3,2011,9,5,8,0,13.9,0,0,0,8,4,1,"High"
"107","SA024",3,3,2011,9,5,8,20,14.3,0,0,0,8.33333333333333,5,1,"High"
"108","SA024",3,3,2011,9,5,8,40,14.6,0,0,0,8.66666666666667,6,1,"High"
"109","SA024",3,3,2011,9,5,9,0,15,0,0,0,9,7,1,"High"
"110","SA024",3,3,2011,9,5,9,20,15.5,0,0,0,9.33333333333333,8,1,"High"
"111","SA024",3,3,2011,9,5,9,40,16.2,0,0,0,9.66666666666667,9,1,"High"
"112","SA024",3,3,2011,9,5,10,0,17.3,0,0,0,10,10,1,"High"
"113","SA024",3,3,2011,9,5,10,20,18,0,0,0,10.3333333333333,11,1,"High"
"114","SA024",3,3,2011,9,5,10,40,18.2,0,0,0,10.6666666666667,12,1,"High"
"115","SA024",3,3,2011,9,5,11,0,18.6,0,0,0,11,13,1,"High"
"116","SA024",3,3,2011,9,5,11,20,19.3,0,0,0,11.3333333333333,14,1,"High"
"117","SA024",3,3,2011,9,5,11,40,20,0,0,0,11.6666666666667,15,1,"High"
"118","SA024",3,3,2011,9,5,12,0,20.8,0,0,0,12,16,1,"High"
"119","SA024",3,3,2011,9,5,12,20,21.5,0,0,0,12.3333333333333,17,1,"High"
"120","SA024",3,3,2011,9,5,12,40,22.1,0,0,0,12.6666666666667,18,1,"High"
"121","SA024",3,3,2011,9,5,13,0,22.8,0,0,0,13,19,1,"High"
"122","SA024",3,3,2011,9,5,13,20,23.4,0,0,0,13.3333333333333,20,1,"High"
"123","SA024",3,3,2011,9,5,13,40,23.9,0,0,0,13.6666666666667,21,1,"High"
"124","SA024",3,3,2011,9,5,14,0,24.1,0,0,0,14,22,1,"High"
"125","SA024",3,3,2011,9,5,14,20,24.2,0,0,0,14.3333333333333,23,1,"High"
"126","SA024",3,3,2011,9,5,14,40,24.1,0,0,0,14.6666666666667,24,1,"High"
"127","SA024",3,3,2011,9,5,15,0,23.8,0,0,0,15,25,1,"High"
"128","SA024",3,3,2011,9,5,15,20,23.8,0,0,0,15.3333333333333,26,1,"High"
"129","SA024",3,3,2011,9,5,15,40,23.8,0,0,0,15.6666666666667,27,1,"High"
"130","SA024",3,3,2011,9,5,16,0,23.4,0,0,0,16,28,1,"High"
"131","SA024",3,3,2011,9,5,16,20,23.1,0,0,0,16.3333333333333,29,1,"High"
"132","SA024",3,3,2011,9,5,16,40,22.7,0,0,0,16.6666666666667,30,1,"High"
"133","SA024",3,3,2011,9,5,17,0,22.3,0,0,0,17,31,1,"High"
"134","SA024",3,3,2011,9,5,17,20,22.3,0,0,0,17.3333333333333,32,1,"High"
"135","SA024",3,3,2011,9,5,17,40,22.2,0,0,0,17.6666666666667,33,1,"High"
"136","SA024",3,3,2011,9,5,18,0,22,0,0,0,18,34,1,"High"
"137","SA024",3,3,2011,9,5,18,20,21.7,0,0,0,18.3333333333333,35,1,"High"
"138","SA024",3,3,2011,9,5,18,40,21.5,0,0,0,18.6666666666667,36,1,"High"
"139","SA024",3,3,2011,9,5,19,0,21.4,0,0,0,19,37,1,"High"
"140","SA024",3,3,2011,9,5,19,20,21.2,0,0,0,19.3333333333333,38,1,"High"
"141","SA024",3,3,2011,9,5,19,40,20.9,0,0,0,19.6666666666667,39,1,"High"
"142","SA024",3,3,2011,9,5,20,0,20.3,0,0,0,20,40,1,"High"
"143","SA024",3,3,2011,9,5,20,20,19.9,0,0,0,20.3333333333333,41,1,"High"
"144","SA024",3,3,2011,9,5,20,40,19.4,0,0,0,20.6666666666667,42,1,"High"
"145","SA024",3,3,2011,9,5,21,0,18.9,0,0,0,21,43,1,"High"
"146","SA024",3,3,2011,9,5,21,20,18.7,0,0,0,21.3333333333333,44,1,"High"
"147","SA024",3,3,2011,9,5,21,40,18.1,0,0,0,21.6666666666667,45,1,"High"
"148","SA024",3,3,2011,9,5,22,0,18,0,0,0,22,46,1,"High"
"149","SA024",3,3,2011,9,5,22,20,17.4,0,0,0,22.3333333333333,47,1,"High"
"150","SA024",3,3,2011,9,5,22,40,17.1,0,0,0,22.6666666666667,48,1,"High"
"151","SA024",3,3,2011,9,5,23,0,16.8,0,0,0,23,49,1,"High"
"152","SA024",3,3,2011,9,5,23,20,16.5,0,0,0,23.3333333333333,50,1,"High"
"153","SA024",3,3,2011,9,5,23,40,16.3,0,0,0,23.6666666666667,51,1,"High"
"154","SA024",3,312,2011,9,5,7,0,13.3,0,0,0,7,1,3,"Low"
"155","SA024",3,312,2011,9,5,7,20,13.2,0,0,0,7.33333333333333,2,3,"Low"
"156","SA024",3,312,2011,9,5,7,40,13.2,0,0,0,7.66666666666667,3,3,"Low"
"157","SA024",3,312,2011,9,5,8,0,13.2,0,0,0,8,4,3,"Low"
"158","SA024",3,312,2011,9,5,8,20,13.3,0,0,0,8.33333333333333,5,3,"Low"
"159","SA024",3,312,2011,9,5,8,40,13.5,0,0,0,8.66666666666667,6,3,"Low"
"160","SA024",3,312,2011,9,5,9,0,13.8,0,0,0,9,7,3,"Low"
"161","SA024",3,312,2011,9,5,9,20,14.1,0,0,0,9.33333333333333,8,3,"Low"
"162","SA024",3,312,2011,9,5,9,40,15,0,0,0,9.66666666666667,9,3,"Low"
"163","SA024",3,312,2011,9,5,10,0,16.2,0,0,0,10,10,3,"Low"
"164","SA024",3,312,2011,9,5,10,20,17.2,0,0,0,10.3333333333333,11,3,"Low"
"165","SA024",3,312,2011,9,5,10,40,17.9,0,0,0,10.6666666666667,12,3,"Low"
"166","SA024",3,312,2011,9,5,11,0,18.5,0,0,0,11,13,3,"Low"
"167","SA024",3,312,2011,9,5,11,20,19.1,0,0,0,11.3333333333333,14,3,"Low"
"168","SA024",3,312,2011,9,5,11,40,19.8,0,0,0,11.6666666666667,15,3,"Low"
"169","SA024",3,312,2011,9,5,12,0,20.9,0,0,0,12,16,3,"Low"
"170","SA024",3,312,2011,9,5,12,20,21.5,0,0,0,12.3333333333333,17,3,"Low"
"171","SA024",3,312,2011,9,5,12,40,22.2,0,0,0,12.6666666666667,18,3,"Low"
"172","SA024",3,312,2011,9,5,13,0,22.9,0,0,0,13,19,3,"Low"
"173","SA024",3,312,2011,9,5,13,20,23.5,0,0,0,13.3333333333333,20,3,"Low"
"174","SA024",3,312,2011,9,5,13,40,23.8,0,0,0,13.6666666666667,21,3,"Low"
"175","SA024",3,312,2011,9,5,14,0,24.2,0,0,0,14,22,3,"Low"
"176","SA024",3,312,2011,9,5,14,20,24.9,0,0,0,14.3333333333333,23,3,"Low"
"177","SA024",3,312,2011,9,5,14,40,25.4,0,0,0,14.6666666666667,24,3,"Low"
"178","SA024",3,312,2011,9,5,15,0,25.5,0,0,0,15,25,3,"Low"
"179","SA024",3,312,2011,9,5,15,20,25.2,0,0,0,15.3333333333333,26,3,"Low"
"180","SA024",3,312,2011,9,5,15,40,25.5,0,0,0,15.6666666666667,27,3,"Low"
"181","SA024",3,312,2011,9,5,16,0,25.8,0,0,0,16,28,3,"Low"
"182","SA024",3,312,2011,9,5,16,20,25.6,0,0,0,16.3333333333333,29,3,"Low"
"183","SA024",3,312,2011,9,5,16,40,25.2,0,0,0,16.6666666666667,30,3,"Low"
"184","SA024",3,312,2011,9,5,17,0,25,0,0,0,17,31,3,"Low"
"185","SA024",3,312,2011,9,5,17,20,24.7,0,0,0,17.3333333333333,32,3,"Low"
"186","SA024",3,312,2011,9,5,17,40,24.1,0,0,0,17.6666666666667,33,3,"Low"
"187","SA024",3,312,2011,9,5,18,0,23.9,0,0,0,18,34,3,"Low"
"188","SA024",3,312,2011,9,5,18,20,23.5,0,0,0,18.3333333333333,35,3,"Low"
"189","SA024",3,312,2011,9,5,18,40,22,0,0,0,18.6666666666667,36,3,"Low"
"190","SA024",3,312,2011,9,5,19,0,20.8,0,0,0,19,37,3,"Low"
"191","SA024",3,312,2011,9,5,19,20,20,0,0,0,19.3333333333333,38,3,"Low"
"192","SA024",3,312,2011,9,5,19,40,19.3,0,0,0,19.6666666666667,39,3,"Low"
"193","SA024",3,312,2011,9,5,20,0,18.6,0,0,0,20,40,3,"Low"
"194","SA024",3,312,2011,9,5,20,20,18,0,0,0,20.3333333333333,41,3,"Low"
"195","SA024",3,312,2011,9,5,20,40,17.6,0,0,0,20.6666666666667,42,3,"Low"
"196","SA024",3,312,2011,9,5,21,0,17.2,0,0,0,21,43,3,"Low"
"197","SA024",3,312,2011,9,5,21,20,16.9,0,0,0,21.3333333333333,44,3,"Low"
"198","SA024",3,312,2011,9,5,21,40,16.6,0,0,0,21.6666666666667,45,3,"Low"
"199","SA024",3,312,2011,9,5,22,0,16.4,0,0,0,22,46,3,"Low"
"200","SA024",3,312,2011,9,5,22,20,16.1,0,0,0,22.3333333333333,47,3,"Low"
"201","SA024",3,312,2011,9,5,22,40,16,0,0,0,22.6666666666667,48,3,"Low"
"202","SA024",3,312,2011,9,5,23,0,15.8,0,0,0,23,49,3,"Low"
"203","SA024",3,312,2011,9,5,23,20,15.5,0,0,0,23.3333333333333,50,3,"Low"
"204","SA024",3,312,2011,9,5,23,40,15.3,0,0,0,23.6666666666667,51,3,"Low"
"205","SA024",3,4,2011,9,5,7,0,15.6,0,0,0,7,1,3,"Low"
"206","SA024",3,4,2011,9,5,7,20,15.5,0,0,0,7.33333333333333,2,3,"Low"
"207","SA024",3,4,2011,9,5,7,40,15.6,0,0,0,7.66666666666667,3,3,"Low"
"208","SA024",3,4,2011,9,5,8,0,15.7,0,0,0,8,4,3,"Low"
"209","SA024",3,4,2011,9,5,8,20,16.1,0,0,0,8.33333333333333,5,3,"Low"
"210","SA024",3,4,2011,9,5,8,40,16.3,0,0,0,8.66666666666667,6,3,"Low"
"211","SA024",3,4,2011,9,5,9,0,16.5,0,0,0,9,7,3,"Low"
"212","SA024",3,4,2011,9,5,9,20,17,0,0,0,9.33333333333333,8,3,"Low"
"213","SA024",3,4,2011,9,5,9,40,17.7,0,0,0,9.66666666666667,9,3,"Low"
"214","SA024",3,4,2011,9,5,10,0,18.5,0,0,0,10,10,3,"Low"
"215","SA024",3,4,2011,9,5,10,20,19.2,0,0,0,10.3333333333333,11,3,"Low"
"216","SA024",3,4,2011,9,5,10,40,19.4,0,0,0,10.6666666666667,12,3,"Low"
"217","SA024",3,4,2011,9,5,11,0,20.2,0,0,0,11,13,3,"Low"
"218","SA024",3,4,2011,9,5,11,20,20.9,0,0,0,11.3333333333333,14,3,"Low"
"219","SA024",3,4,2011,9,5,11,40,21.8,0,0,0,11.6666666666667,15,3,"Low"
"220","SA024",3,4,2011,9,5,12,0,22.7,0,0,0,12,16,3,"Low"
"221","SA024",3,4,2011,9,5,12,20,23.3,0,0,0,12.3333333333333,17,3,"Low"
"222","SA024",3,4,2011,9,5,12,40,24.4,0,0,0,12.6666666666667,18,3,"Low"
"223","SA024",3,4,2011,9,5,13,0,25.1,0,0,0,13,19,3,"Low"
"224","SA024",3,4,2011,9,5,13,20,26.1,0,0,0,13.3333333333333,20,3,"Low"
"225","SA024",3,4,2011,9,5,13,40,26.6,0,0,0,13.6666666666667,21,3,"Low"
"226","SA024",3,4,2011,9,5,14,0,27.5,0,0,0,14,22,3,"Low"
"227","SA024",3,4,2011,9,5,14,20,27.9,0,0,0,14.3333333333333,23,3,"Low"
"228","SA024",3,4,2011,9,5,14,40,28.5,0,0,0,14.6666666666667,24,3,"Low"
"229","SA024",3,4,2011,9,5,15,0,28.5,0,0,0,15,25,3,"Low"
"230","SA024",3,4,2011,9,5,15,20,27.7,0,0,0,15.3333333333333,26,3,"Low"
"231","SA024",3,4,2011,9,5,15,40,26.9,0,0,0,15.6666666666667,27,3,"Low"
"232","SA024",3,4,2011,9,5,16,0,26.6,0,0,0,16,28,3,"Low"
"233","SA024",3,4,2011,9,5,16,20,26.1,0,0,0,16.3333333333333,29,3,"Low"
"234","SA024",3,4,2011,9,5,16,40,25.7,0,0,0,16.6666666666667,30,3,"Low"
"235","SA024",3,4,2011,9,5,17,0,25.4,0,0,0,17,31,3,"Low"
"236","SA024",3,4,2011,9,5,17,20,25,0,0,0,17.3333333333333,32,3,"Low"
"237","SA024",3,4,2011,9,5,17,40,24.7,0,0,0,17.6666666666667,33,3,"Low"
"238","SA024",3,4,2011,9,5,18,0,24.2,0,0,0,18,34,3,"Low"
"239","SA024",3,4,2011,9,5,18,20,23.9,0,0,0,18.3333333333333,35,3,"Low"
"240","SA024",3,4,2011,9,5,18,40,23.6,0,0,0,18.6666666666667,36,3,"Low"
"241","SA024",3,4,2011,9,5,19,0,23,0,0,0,19,37,3,"Low"
"242","SA024",3,4,2011,9,5,19,20,22.6,0,0,0,19.3333333333333,38,3,"Low"
"243","SA024",3,4,2011,9,5,19,40,22.2,0,0,0,19.6666666666667,39,3,"Low"
"244","SA024",3,4,2011,9,5,20,0,21.8,0,0,0,20,40,3,"Low"
"245","SA024",3,4,2011,9,5,20,20,21.3,0,0,0,20.3333333333333,41,3,"Low"
"246","SA024",3,4,2011,9,5,20,40,21,0,0,0,20.6666666666667,42,3,"Low"
"247","SA024",3,4,2011,9,5,21,0,20.6,0,0,0,21,43,3,"Low"
"248","SA024",3,4,2011,9,5,21,20,20.3,0,0,0,21.3333333333333,44,3,"Low"
"249","SA024",3,4,2011,9,5,21,40,20.1,0,0,0,21.6666666666667,45,3,"Low"
"250","SA024",3,4,2011,9,5,22,0,19.8,0,0,0,22,46,3,"Low"
"251","SA024",3,4,2011,9,5,22,20,19.6,0,0,0,22.3333333333333,47,3,"Low"
"252","SA024",3,4,2011,9,5,22,40,19.3,0,0,0,22.6666666666667,48,3,"Low"
"253","SA024",3,4,2011,9,5,23,0,18.9,0,0,0,23,49,3,"Low"
"254","SA024",3,4,2011,9,5,23,20,18.8,0,0,0,23.3333333333333,50,3,"Low"
"255","SA024",3,4,2011,9,5,23,40,18.5,0,0,0,23.6666666666667,51,3,"Low"
"256","SA024",3,314,2011,9,5,7,0,13.2,0,0,0,7,1,1,"High"
"257","SA024",3,314,2011,9,5,7,20,13.2,0,0,0,7.33333333333333,2,1,"High"
"258","SA024",3,314,2011,9,5,7,40,13.3,0,0,0,7.66666666666667,3,1,"High"
"259","SA024",3,314,2011,9,5,8,0,13.4,0,0,0,8,4,1,"High"
"260","SA024",3,314,2011,9,5,8,20,14.2,0,0,0,8.33333333333333,5,1,"High"
"261","SA024",3,314,2011,9,5,8,40,14.7,0,0,0,8.66666666666667,6,1,"High"
"262","SA024",3,314,2011,9,5,9,0,15.3,0,0,0,9,7,1,"High"
"263","SA024",3,314,2011,9,5,9,20,15.9,0,0,0,9.33333333333333,8,1,"High"
"264","SA024",3,314,2011,9,5,9,40,17,0,0,0,9.66666666666667,9,1,"High"
"265","SA024",3,314,2011,9,5,10,0,18,0,0,0,10,10,1,"High"
"266","SA024",3,314,2011,9,5,10,20,18.7,0,0,0,10.3333333333333,11,1,"High"
"267","SA024",3,314,2011,9,5,10,40,19.3,0,0,0,10.6666666666667,12,1,"High"
"268","SA024",3,314,2011,9,5,11,0,20,0,0,0,11,13,1,"High"
"269","SA024",3,314,2011,9,5,11,20,21.1,0,0,0,11.3333333333333,14,1,"High"
"270","SA024",3,314,2011,9,5,11,40,21.9,0,0,0,11.6666666666667,15,1,"High"
"271","SA024",3,314,2011,9,5,12,0,23,0,0,0,12,16,1,"High"
"272","SA024",3,314,2011,9,5,12,20,24,0,0,0,12.3333333333333,17,1,"High"
"273","SA024",3,314,2011,9,5,12,40,24.4,0,0,0,12.6666666666667,18,1,"High"
"274","SA024",3,314,2011,9,5,13,0,24.8,0,0,0,13,19,1,"High"
"275","SA024",3,314,2011,9,5,13,20,25.6,0,0,0,13.3333333333333,20,1,"High"
"276","SA024",3,314,2011,9,5,13,40,25.7,0,0,0,13.6666666666667,21,1,"High"
"277","SA024",3,314,2011,9,5,14,0,26.2,0,0,0,14,22,1,"High"
"278","SA024",3,314,2011,9,5,14,20,27.9,0,0,0,14.3333333333333,23,1,"High"
"279","SA024",3,314,2011,9,5,14,40,27.7,0,0,0,14.6666666666667,24,1,"High"
"280","SA024",3,314,2011,9,5,15,0,26.7,0,0,0,15,25,1,"High"
"281","SA024",3,314,2011,9,5,15,20,27.1,0,0,0,15.3333333333333,26,1,"High"
"282","SA024",3,314,2011,9,5,15,40,27.2,0,0,0,15.6666666666667,27,1,"High"
"283","SA024",3,314,2011,9,5,16,0,26.7,0,0,0,16,28,1,"High"
"284","SA024",3,314,2011,9,5,16,20,25.7,0,0,0,16.3333333333333,29,1,"High"
"285","SA024",3,314,2011,9,5,16,40,25.2,0,0,0,16.6666666666667,30,1,"High"
"286","SA024",3,314,2011,9,5,17,0,24.5,0,0,0,17,31,1,"High"
"287","SA024",3,314,2011,9,5,17,20,24.5,0,0,0,17.3333333333333,32,1,"High"
"288","SA024",3,314,2011,9,5,17,40,24,0,0,0,17.6666666666667,33,1,"High"
"289","SA024",3,314,2011,9,5,18,0,23.4,0,0,0,18,34,1,"High"
"290","SA024",3,314,2011,9,5,18,20,23,0,0,0,18.3333333333333,35,1,"High"
"291","SA024",3,314,2011,9,5,18,40,22.2,0,0,0,18.6666666666667,36,1,"High"
"292","SA024",3,314,2011,9,5,19,0,21.1,0,0,0,19,37,1,"High"
"293","SA024",3,314,2011,9,5,19,20,20.3,0,0,0,19.3333333333333,38,1,"High"
"294","SA024",3,314,2011,9,5,19,40,19.6,0,0,0,19.6666666666667,39,1,"High"
"295","SA024",3,314,2011,9,5,20,0,18.6,0,0,0,20,40,1,"High"
"296","SA024",3,314,2011,9,5,20,20,17.9,0,0,0,20.3333333333333,41,1,"High"
"297","SA024",3,314,2011,9,5,20,40,17.3,0,0,0,20.6666666666667,42,1,"High"
"298","SA024",3,314,2011,9,5,21,0,16.9,0,0,0,21,43,1,"High"
"299","SA024",3,314,2011,9,5,21,20,16.4,0,0,0,21.3333333333333,44,1,"High"
"300","SA024",3,314,2011,9,5,21,40,16.2,0,0,0,21.6666666666667,45,1,"High"
"301","SA024",3,314,2011,9,5,22,0,16,0,0,0,22,46,1,"High"
