"","X","DBCODE","ENTITY","SITECODE","YEAR","MONTH","DAY","HOUR","MINUTE","L2TEMP","REMOVEFLAG","SNOWFLAG","SPASTFLAG","time","cluster","clust_type"
"1",1,"SA024",3,2,2011,9,5,7,0,12,0,0,0,7,1,"High"
"2",2,"SA024",3,2,2011,9,5,7,20,11.9,0,0,0,7.33333333333333,1,"High"
"3",3,"SA024",3,2,2011,9,5,7,40,11.9,0,0,0,7.66666666666667,1,"High"
"4",4,"SA024",3,2,2011,9,5,8,0,12.2,0,0,0,8,1,"High"
"5",5,"SA024",3,2,2011,9,5,8,20,12.6,0,0,0,8.33333333333333,1,"High"
"6",6,"SA024",3,2,2011,9,5,8,40,13.3,0,0,0,8.66666666666667,1,"High"
"7",7,"SA024",3,2,2011,9,5,9,0,13.9,0,0,0,9,1,"High"
"8",8,"SA024",3,2,2011,9,5,9,20,14.7,0,0,0,9.33333333333333,1,"High"
"9",9,"SA024",3,2,2011,9,5,9,40,15.9,0,0,0,9.66666666666667,1,"High"
"10",10,"SA024",3,2,2011,9,5,10,0,16.7,0,0,0,10,1,"High"
"11",11,"SA024",3,2,2011,9,5,10,20,17.5,0,0,0,10.3333333333333,1,"High"
"12",12,"SA024",3,2,2011,9,5,10,40,18,0,0,0,10.6666666666667,1,"High"
"13",13,"SA024",3,2,2011,9,5,11,0,18.5,0,0,0,11,1,"High"
"14",14,"SA024",3,2,2011,9,5,11,20,19.7,0,0,0,11.3333333333333,1,"High"
"15",15,"SA024",3,2,2011,9,5,11,40,20.2,0,0,0,11.6666666666667,1,"High"
"16",16,"SA024",3,2,2011,9,5,12,0,20.9,0,0,0,12,1,"High"
"17",17,"SA024",3,2,2011,9,5,12,20,21.7,0,0,0,12.3333333333333,1,"High"
"18",18,"SA024",3,2,2011,9,5,12,40,22.2,0,0,0,12.6666666666667,1,"High"
"19",19,"SA024",3,2,2011,9,5,13,0,23.3,0,0,0,13,1,"High"
"20",20,"SA024",3,2,2011,9,5,13,20,24.4,0,0,0,13.3333333333333,1,"High"
"21",21,"SA024",3,2,2011,9,5,13,40,25.1,0,0,0,13.6666666666667,1,"High"
"22",22,"SA024",3,2,2011,9,5,14,0,25,0,0,0,14,1,"High"
"23",23,"SA024",3,2,2011,9,5,14,20,25.2,0,0,0,14.3333333333333,1,"High"
"24",24,"SA024",3,2,2011,9,5,14,40,25.8,0,0,0,14.6666666666667,1,"High"
"25",25,"SA024",3,2,2011,9,5,15,0,25.6,0,0,0,15,1,"High"
"26",26,"SA024",3,2,2011,9,5,15,20,25.5,0,0,0,15.3333333333333,1,"High"
"27",27,"SA024",3,2,2011,9,5,15,40,25.4,0,0,0,15.6666666666667,1,"High"
"28",28,"SA024",3,2,2011,9,5,16,0,26.3,0,0,0,16,1,"High"
"29",29,"SA024",3,2,2011,9,5,16,20,27.2,0,0,0,16.3333333333333,1,"High"
"30",30,"SA024",3,2,2011,9,5,16,40,27.7,0,0,0,16.6666666666667,1,"High"
"31",31,"SA024",3,2,2011,9,5,17,0,26.8,0,0,0,17,1,"High"
"32",32,"SA024",3,2,2011,9,5,17,20,24.9,0,0,0,17.3333333333333,1,"High"
"33",33,"SA024",3,2,2011,9,5,17,40,25.9,0,0,0,17.6666666666667,1,"High"
"34",34,"SA024",3,2,2011,9,5,18,0,25.5,0,0,0,18,1,"High"
"35",35,"SA024",3,2,2011,9,5,18,20,23.5,0,0,0,18.3333333333333,1,"High"
"36",36,"SA024",3,2,2011,9,5,18,40,22.4,0,0,0,18.6666666666667,1,"High"
"37",37,"SA024",3,2,2011,9,5,19,0,21.9,0,0,0,19,1,"High"
"38",38,"SA024",3,2,2011,9,5,19,20,21.3,0,0,0,19.3333333333333,1,"High"
"39",39,"SA024",3,2,2011,9,5,19,40,20.5,0,0,0,19.6666666666667,1,"High"
"40",40,"SA024",3,2,2011,9,5,20,0,19.8,0,0,0,20,1,"High"
"41",41,"SA024",3,2,2011,9,5,20,20,19.1,0,0,0,20.3333333333333,1,"High"
"42",42,"SA024",3,2,2011,9,5,20,40,18.5,0,0,0,20.6666666666667,1,"High"
"43",43,"SA024",3,2,2011,9,5,21,0,18,0,0,0,21,1,"High"
"44",44,"SA024",3,2,2011,9,5,21,20,17.6,0,0,0,21.3333333333333,1,"High"
"45",45,"SA024",3,2,2011,9,5,21,40,17.2,0,0,0,21.6666666666667,1,"High"
"46",46,"SA024",3,2,2011,9,5,22,0,16.8,0,0,0,22,1,"High"
"47",47,"SA024",3,2,2011,9,5,22,20,16.5,0,0,0,22.3333333333333,1,"High"
"48",48,"SA024",3,2,2011,9,5,22,40,16,0,0,0,22.6666666666667,1,"High"
"49",49,"SA024",3,2,2011,9,5,23,0,15.8,0,0,0,23,1,"High"
"50",50,"SA024",3,2,2011,9,5,23,20,15.4,0,0,0,23.3333333333333,1,"High"
"51",51,"SA024",3,2,2011,9,5,23,40,15.1,0,0,0,23.6666666666667,1,"High"
"52",52,"SA024",3,311,2011,9,5,7,0,14.1,0,0,0,7,1,"High"
"53",53,"SA024",3,311,2011,9,5,7,20,14.4,0,0,0,7.33333333333333,1,"High"
"54",54,"SA024",3,311,2011,9,5,7,40,14.1,0,0,0,7.66666666666667,1,"High"
"55",55,"SA024",3,311,2011,9,5,8,0,14.2,0,0,0,8,1,"High"
"56",56,"SA024",3,311,2011,9,5,8,20,14.7,0,0,0,8.33333333333333,1,"High"
"57",57,"SA024",3,311,2011,9,5,8,40,15.7,0,0,0,8.66666666666667,1,"High"
"58",58,"SA024",3,311,2011,9,5,9,0,16.4,0,0,0,9,1,"High"
"59",59,"SA024",3,311,2011,9,5,9,20,17.1,0,0,0,9.33333333333333,1,"High"
"60",60,"SA024",3,311,2011,9,5,9,40,18.1,0,0,0,9.66666666666667,1,"High"
"61",61,"SA024",3,311,2011,9,5,10,0,19.1,0,0,0,10,1,"High"
"62",62,"SA024",3,311,2011,9,5,10,20,19.8,0,0,0,10.3333333333333,1,"High"
"63",63,"SA024",3,311,2011,9,5,10,40,20.4,0,0,0,10.6666666666667,1,"High"
"64",64,"SA024",3,311,2011,9,5,11,0,21.1,0,0,0,11,1,"High"
"65",65,"SA024",3,311,2011,9,5,11,20,22,0,0,0,11.3333333333333,1,"High"
"66",66,"SA024",3,311,2011,9,5,11,40,23.4,0,0,0,11.6666666666667,1,"High"
"67",67,"SA024",3,311,2011,9,5,12,0,24.1,0,0,0,12,1,"High"
"68",68,"SA024",3,311,2011,9,5,12,20,24.8,0,0,0,12.3333333333333,1,"High"
"69",69,"SA024",3,311,2011,9,5,12,40,26.7,0,0,0,12.6666666666667,1,"High"
"70",70,"SA024",3,311,2011,9,5,13,0,27.1,0,0,0,13,1,"High"
"71",71,"SA024",3,311,2011,9,5,13,20,27.4,0,0,0,13.3333333333333,1,"High"
"72",72,"SA024",3,311,2011,9,5,13,40,27.4,0,0,0,13.6666666666667,1,"High"
"73",73,"SA024",3,311,2011,9,5,14,0,27.7,0,0,0,14,1,"High"
"74",74,"SA024",3,311,2011,9,5,14,20,27.8,0,0,0,14.3333333333333,1,"High"
"75",75,"SA024",3,311,2011,9,5,14,40,28.6,0,0,0,14.6666666666667,1,"High"
"76",76,"SA024",3,311,2011,9,5,15,0,29,0,0,0,15,1,"High"
"77",77,"SA024",3,311,2011,9,5,15,20,28.7,0,0,0,15.3333333333333,1,"High"
"78",78,"SA024",3,311,2011,9,5,15,40,27.8,0,0,0,15.6666666666667,1,"High"
"79",79,"SA024",3,311,2011,9,5,16,0,27.4,0,0,0,16,1,"High"
"80",80,"SA024",3,311,2011,9,5,16,20,27.1,0,0,0,16.3333333333333,1,"High"
"81",81,"SA024",3,311,2011,9,5,16,40,26.7,0,0,0,16.6666666666667,1,"High"
"82",82,"SA024",3,311,2011,9,5,17,0,26.3,0,0,0,17,1,"High"
"83",83,"SA024",3,311,2011,9,5,17,20,26,0,0,0,17.3333333333333,1,"High"
"84",84,"SA024",3,311,2011,9,5,17,40,25.5,0,0,0,17.6666666666667,1,"High"
"85",85,"SA024",3,311,2011,9,5,18,0,24.9,0,0,0,18,1,"High"
"86",86,"SA024",3,311,2011,9,5,18,20,24.1,0,0,0,18.3333333333333,1,"High"
"87",87,"SA024",3,311,2011,9,5,18,40,23.1,0,0,0,18.6666666666667,1,"High"
"88",88,"SA024",3,311,2011,9,5,19,0,22.6,0,0,0,19,1,"High"
"89",89,"SA024",3,311,2011,9,5,19,20,21.9,0,0,0,19.3333333333333,1,"High"
"90",90,"SA024",3,311,2011,9,5,19,40,21.4,0,0,0,19.6666666666667,1,"High"
"91",91,"SA024",3,311,2011,9,5,20,0,19.9,0,0,0,20,1,"High"
"92",92,"SA024",3,311,2011,9,5,20,20,19.2,0,0,0,20.3333333333333,1,"High"
"93",93,"SA024",3,311,2011,9,5,20,40,18.6,0,0,0,20.6666666666667,1,"High"
"94",94,"SA024",3,311,2011,9,5,21,0,18.2,0,0,0,21,1,"High"
"95",95,"SA024",3,311,2011,9,5,21,20,17.9,0,0,0,21.3333333333333,1,"High"
"96",96,"SA024",3,311,2011,9,5,21,40,17.5,0,0,0,21.6666666666667,1,"High"
"97",97,"SA024",3,311,2011,9,5,22,0,17.3,0,0,0,22,1,"High"
"98",98,"SA024",3,311,2011,9,5,22,20,17.1,0,0,0,22.3333333333333,1,"High"
"99",99,"SA024",3,311,2011,9,5,22,40,16.7,0,0,0,22.6666666666667,1,"High"
"100",100,"SA024",3,311,2011,9,5,23,0,16.4,0,0,0,23,1,"High"
"101",101,"SA024",3,311,2011,9,5,23,20,16.7,0,0,0,23.3333333333333,1,"High"
"102",102,"SA024",3,311,2011,9,5,23,40,16.4,0,0,0,23.6666666666667,1,"High"
"103",103,"SA024",3,3,2011,9,5,7,0,13.8,0,0,0,7,1,"High"
"104",104,"SA024",3,3,2011,9,5,7,20,13.8,0,0,0,7.33333333333333,1,"High"
"105",105,"SA024",3,3,2011,9,5,7,40,13.8,0,0,0,7.66666666666667,1,"High"
"106",106,"SA024",3,3,2011,9,5,8,0,13.9,0,0,0,8,1,"High"
"107",107,"SA024",3,3,2011,9,5,8,20,14.3,0,0,0,8.33333333333333,1,"High"
"108",108,"SA024",3,3,2011,9,5,8,40,14.6,0,0,0,8.66666666666667,1,"High"
"109",109,"SA024",3,3,2011,9,5,9,0,15,0,0,0,9,1,"High"
"110",110,"SA024",3,3,2011,9,5,9,20,15.5,0,0,0,9.33333333333333,1,"High"
"111",111,"SA024",3,3,2011,9,5,9,40,16.2,0,0,0,9.66666666666667,1,"High"
"112",112,"SA024",3,3,2011,9,5,10,0,17.3,0,0,0,10,1,"High"
"113",113,"SA024",3,3,2011,9,5,10,20,18,0,0,0,10.3333333333333,1,"High"
"114",114,"SA024",3,3,2011,9,5,10,40,18.2,0,0,0,10.6666666666667,1,"High"
"115",115,"SA024",3,3,2011,9,5,11,0,18.6,0,0,0,11,1,"High"
"116",116,"SA024",3,3,2011,9,5,11,20,19.3,0,0,0,11.3333333333333,1,"High"
"117",117,"SA024",3,3,2011,9,5,11,40,20,0,0,0,11.6666666666667,1,"High"
"118",118,"SA024",3,3,2011,9,5,12,0,20.8,0,0,0,12,1,"High"
"119",119,"SA024",3,3,2011,9,5,12,20,21.5,0,0,0,12.3333333333333,1,"High"
"120",120,"SA024",3,3,2011,9,5,12,40,22.1,0,0,0,12.6666666666667,1,"High"
"121",121,"SA024",3,3,2011,9,5,13,0,22.8,0,0,0,13,1,"High"
"122",122,"SA024",3,3,2011,9,5,13,20,23.4,0,0,0,13.3333333333333,1,"High"
"123",123,"SA024",3,3,2011,9,5,13,40,23.9,0,0,0,13.6666666666667,1,"High"
"124",124,"SA024",3,3,2011,9,5,14,0,24.1,0,0,0,14,1,"High"
"125",125,"SA024",3,3,2011,9,5,14,20,24.2,0,0,0,14.3333333333333,1,"High"
"126",126,"SA024",3,3,2011,9,5,14,40,24.1,0,0,0,14.6666666666667,1,"High"
"127",127,"SA024",3,3,2011,9,5,15,0,23.8,0,0,0,15,1,"High"
"128",128,"SA024",3,3,2011,9,5,15,20,23.8,0,0,0,15.3333333333333,1,"High"
"129",129,"SA024",3,3,2011,9,5,15,40,23.8,0,0,0,15.6666666666667,1,"High"
"130",130,"SA024",3,3,2011,9,5,16,0,23.4,0,0,0,16,1,"High"
"131",131,"SA024",3,3,2011,9,5,16,20,23.1,0,0,0,16.3333333333333,1,"High"
"132",132,"SA024",3,3,2011,9,5,16,40,22.7,0,0,0,16.6666666666667,1,"High"
"133",133,"SA024",3,3,2011,9,5,17,0,22.3,0,0,0,17,1,"High"
"134",134,"SA024",3,3,2011,9,5,17,20,22.3,0,0,0,17.3333333333333,1,"High"
"135",135,"SA024",3,3,2011,9,5,17,40,22.2,0,0,0,17.6666666666667,1,"High"
"136",136,"SA024",3,3,2011,9,5,18,0,22,0,0,0,18,1,"High"
"137",137,"SA024",3,3,2011,9,5,18,20,21.7,0,0,0,18.3333333333333,1,"High"
"138",138,"SA024",3,3,2011,9,5,18,40,21.5,0,0,0,18.6666666666667,1,"High"
"139",139,"SA024",3,3,2011,9,5,19,0,21.4,0,0,0,19,1,"High"
"140",140,"SA024",3,3,2011,9,5,19,20,21.2,0,0,0,19.3333333333333,1,"High"
"141",141,"SA024",3,3,2011,9,5,19,40,20.9,0,0,0,19.6666666666667,1,"High"
"142",142,"SA024",3,3,2011,9,5,20,0,20.3,0,0,0,20,1,"High"
"143",143,"SA024",3,3,2011,9,5,20,20,19.9,0,0,0,20.3333333333333,1,"High"
"144",144,"SA024",3,3,2011,9,5,20,40,19.4,0,0,0,20.6666666666667,1,"High"
"145",145,"SA024",3,3,2011,9,5,21,0,18.9,0,0,0,21,1,"High"
"146",146,"SA024",3,3,2011,9,5,21,20,18.7,0,0,0,21.3333333333333,1,"High"
"147",147,"SA024",3,3,2011,9,5,21,40,18.1,0,0,0,21.6666666666667,1,"High"
"148",148,"SA024",3,3,2011,9,5,22,0,18,0,0,0,22,1,"High"
"149",149,"SA024",3,3,2011,9,5,22,20,17.4,0,0,0,22.3333333333333,1,"High"
"150",150,"SA024",3,3,2011,9,5,22,40,17.1,0,0,0,22.6666666666667,1,"High"
"151",151,"SA024",3,3,2011,9,5,23,0,16.8,0,0,0,23,1,"High"
"152",152,"SA024",3,3,2011,9,5,23,20,16.5,0,0,0,23.3333333333333,1,"High"
"153",153,"SA024",3,3,2011,9,5,23,40,16.3,0,0,0,23.6666666666667,1,"High"
"154",154,"SA024",3,312,2011,9,5,7,0,13.3,0,0,0,7,3,"Low"
"155",155,"SA024",3,312,2011,9,5,7,20,13.2,0,0,0,7.33333333333333,3,"Low"
"156",156,"SA024",3,312,2011,9,5,7,40,13.2,0,0,0,7.66666666666667,3,"Low"
"157",157,"SA024",3,312,2011,9,5,8,0,13.2,0,0,0,8,3,"Low"
"158",158,"SA024",3,312,2011,9,5,8,20,13.3,0,0,0,8.33333333333333,3,"Low"
"159",159,"SA024",3,312,2011,9,5,8,40,13.5,0,0,0,8.66666666666667,3,"Low"
"160",160,"SA024",3,312,2011,9,5,9,0,13.8,0,0,0,9,3,"Low"
"161",161,"SA024",3,312,2011,9,5,9,20,14.1,0,0,0,9.33333333333333,3,"Low"
"162",162,"SA024",3,312,2011,9,5,9,40,15,0,0,0,9.66666666666667,3,"Low"
"163",163,"SA024",3,312,2011,9,5,10,0,16.2,0,0,0,10,3,"Low"
"164",164,"SA024",3,312,2011,9,5,10,20,17.2,0,0,0,10.3333333333333,3,"Low"
"165",165,"SA024",3,312,2011,9,5,10,40,17.9,0,0,0,10.6666666666667,3,"Low"
"166",166,"SA024",3,312,2011,9,5,11,0,18.5,0,0,0,11,3,"Low"
"167",167,"SA024",3,312,2011,9,5,11,20,19.1,0,0,0,11.3333333333333,3,"Low"
"168",168,"SA024",3,312,2011,9,5,11,40,19.8,0,0,0,11.6666666666667,3,"Low"
"169",169,"SA024",3,312,2011,9,5,12,0,20.9,0,0,0,12,3,"Low"
"170",170,"SA024",3,312,2011,9,5,12,20,21.5,0,0,0,12.3333333333333,3,"Low"
"171",171,"SA024",3,312,2011,9,5,12,40,22.2,0,0,0,12.6666666666667,3,"Low"
"172",172,"SA024",3,312,2011,9,5,13,0,22.9,0,0,0,13,3,"Low"
"173",173,"SA024",3,312,2011,9,5,13,20,23.5,0,0,0,13.3333333333333,3,"Low"
"174",174,"SA024",3,312,2011,9,5,13,40,23.8,0,0,0,13.6666666666667,3,"Low"
"175",175,"SA024",3,312,2011,9,5,14,0,24.2,0,0,0,14,3,"Low"
"176",176,"SA024",3,312,2011,9,5,14,20,24.9,0,0,0,14.3333333333333,3,"Low"
"177",177,"SA024",3,312,2011,9,5,14,40,25.4,0,0,0,14.6666666666667,3,"Low"
"178",178,"SA024",3,312,2011,9,5,15,0,25.5,0,0,0,15,3,"Low"
"179",179,"SA024",3,312,2011,9,5,15,20,25.2,0,0,0,15.3333333333333,3,"Low"
"180",180,"SA024",3,312,2011,9,5,15,40,25.5,0,0,0,15.6666666666667,3,"Low"
"181",181,"SA024",3,312,2011,9,5,16,0,25.8,0,0,0,16,3,"Low"
"182",182,"SA024",3,312,2011,9,5,16,20,25.6,0,0,0,16.3333333333333,3,"Low"
"183",183,"SA024",3,312,2011,9,5,16,40,25.2,0,0,0,16.6666666666667,3,"Low"
"184",184,"SA024",3,312,2011,9,5,17,0,25,0,0,0,17,3,"Low"
"185",185,"SA024",3,312,2011,9,5,17,20,24.7,0,0,0,17.3333333333333,3,"Low"
"186",186,"SA024",3,312,2011,9,5,17,40,24.1,0,0,0,17.6666666666667,3,"Low"
"187",187,"SA024",3,312,2011,9,5,18,0,23.9,0,0,0,18,3,"Low"
"188",188,"SA024",3,312,2011,9,5,18,20,23.5,0,0,0,18.3333333333333,3,"Low"
"189",189,"SA024",3,312,2011,9,5,18,40,22,0,0,0,18.6666666666667,3,"Low"
"190",190,"SA024",3,312,2011,9,5,19,0,20.8,0,0,0,19,3,"Low"
"191",191,"SA024",3,312,2011,9,5,19,20,20,0,0,0,19.3333333333333,3,"Low"
"192",192,"SA024",3,312,2011,9,5,19,40,19.3,0,0,0,19.6666666666667,3,"Low"
"193",193,"SA024",3,312,2011,9,5,20,0,18.6,0,0,0,20,3,"Low"
"194",194,"SA024",3,312,2011,9,5,20,20,18,0,0,0,20.3333333333333,3,"Low"
"195",195,"SA024",3,312,2011,9,5,20,40,17.6,0,0,0,20.6666666666667,3,"Low"
"196",196,"SA024",3,312,2011,9,5,21,0,17.2,0,0,0,21,3,"Low"
"197",197,"SA024",3,312,2011,9,5,21,20,16.9,0,0,0,21.3333333333333,3,"Low"
"198",198,"SA024",3,312,2011,9,5,21,40,16.6,0,0,0,21.6666666666667,3,"Low"
"199",199,"SA024",3,312,2011,9,5,22,0,16.4,0,0,0,22,3,"Low"
"200",200,"SA024",3,312,2011,9,5,22,20,16.1,0,0,0,22.3333333333333,3,"Low"
"201",201,"SA024",3,312,2011,9,5,22,40,16,0,0,0,22.6666666666667,3,"Low"
"202",202,"SA024",3,312,2011,9,5,23,0,15.8,0,0,0,23,3,"Low"
"203",203,"SA024",3,312,2011,9,5,23,20,15.5,0,0,0,23.3333333333333,3,"Low"
"204",204,"SA024",3,312,2011,9,5,23,40,15.3,0,0,0,23.6666666666667,3,"Low"
"205",205,"SA024",3,4,2011,9,5,7,0,15.6,0,0,0,7,3,"Low"
"206",206,"SA024",3,4,2011,9,5,7,20,15.5,0,0,0,7.33333333333333,3,"Low"
"207",207,"SA024",3,4,2011,9,5,7,40,15.6,0,0,0,7.66666666666667,3,"Low"
"208",208,"SA024",3,4,2011,9,5,8,0,15.7,0,0,0,8,3,"Low"
"209",209,"SA024",3,4,2011,9,5,8,20,16.1,0,0,0,8.33333333333333,3,"Low"
"210",210,"SA024",3,4,2011,9,5,8,40,16.3,0,0,0,8.66666666666667,3,"Low"
"211",211,"SA024",3,4,2011,9,5,9,0,16.5,0,0,0,9,3,"Low"
"212",212,"SA024",3,4,2011,9,5,9,20,17,0,0,0,9.33333333333333,3,"Low"
"213",213,"SA024",3,4,2011,9,5,9,40,17.7,0,0,0,9.66666666666667,3,"Low"
"214",214,"SA024",3,4,2011,9,5,10,0,18.5,0,0,0,10,3,"Low"
"215",215,"SA024",3,4,2011,9,5,10,20,19.2,0,0,0,10.3333333333333,3,"Low"
"216",216,"SA024",3,4,2011,9,5,10,40,19.4,0,0,0,10.6666666666667,3,"Low"
"217",217,"SA024",3,4,2011,9,5,11,0,20.2,0,0,0,11,3,"Low"
"218",218,"SA024",3,4,2011,9,5,11,20,20.9,0,0,0,11.3333333333333,3,"Low"
"219",219,"SA024",3,4,2011,9,5,11,40,21.8,0,0,0,11.6666666666667,3,"Low"
"220",220,"SA024",3,4,2011,9,5,12,0,22.7,0,0,0,12,3,"Low"
"221",221,"SA024",3,4,2011,9,5,12,20,23.3,0,0,0,12.3333333333333,3,"Low"
"222",222,"SA024",3,4,2011,9,5,12,40,24.4,0,0,0,12.6666666666667,3,"Low"
"223",223,"SA024",3,4,2011,9,5,13,0,25.1,0,0,0,13,3,"Low"
"224",224,"SA024",3,4,2011,9,5,13,20,26.1,0,0,0,13.3333333333333,3,"Low"
"225",225,"SA024",3,4,2011,9,5,13,40,26.6,0,0,0,13.6666666666667,3,"Low"
"226",226,"SA024",3,4,2011,9,5,14,0,27.5,0,0,0,14,3,"Low"
"227",227,"SA024",3,4,2011,9,5,14,20,27.9,0,0,0,14.3333333333333,3,"Low"
"228",228,"SA024",3,4,2011,9,5,14,40,28.5,0,0,0,14.6666666666667,3,"Low"
"229",229,"SA024",3,4,2011,9,5,15,0,28.5,0,0,0,15,3,"Low"
"230",230,"SA024",3,4,2011,9,5,15,20,27.7,0,0,0,15.3333333333333,3,"Low"
"231",231,"SA024",3,4,2011,9,5,15,40,26.9,0,0,0,15.6666666666667,3,"Low"
"232",232,"SA024",3,4,2011,9,5,16,0,26.6,0,0,0,16,3,"Low"
"233",233,"SA024",3,4,2011,9,5,16,20,26.1,0,0,0,16.3333333333333,3,"Low"
"234",234,"SA024",3,4,2011,9,5,16,40,25.7,0,0,0,16.6666666666667,3,"Low"
"235",235,"SA024",3,4,2011,9,5,17,0,25.4,0,0,0,17,3,"Low"
"236",236,"SA024",3,4,2011,9,5,17,20,25,0,0,0,17.3333333333333,3,"Low"
"237",237,"SA024",3,4,2011,9,5,17,40,24.7,0,0,0,17.6666666666667,3,"Low"
"238",238,"SA024",3,4,2011,9,5,18,0,24.2,0,0,0,18,3,"Low"
"239",239,"SA024",3,4,2011,9,5,18,20,23.9,0,0,0,18.3333333333333,3,"Low"
"240",240,"SA024",3,4,2011,9,5,18,40,23.6,0,0,0,18.6666666666667,3,"Low"
"241",241,"SA024",3,4,2011,9,5,19,0,23,0,0,0,19,3,"Low"
"242",242,"SA024",3,4,2011,9,5,19,20,22.6,0,0,0,19.3333333333333,3,"Low"
"243",243,"SA024",3,4,2011,9,5,19,40,22.2,0,0,0,19.6666666666667,3,"Low"
"244",244,"SA024",3,4,2011,9,5,20,0,21.8,0,0,0,20,3,"Low"
"245",245,"SA024",3,4,2011,9,5,20,20,21.3,0,0,0,20.3333333333333,3,"Low"
"246",246,"SA024",3,4,2011,9,5,20,40,21,0,0,0,20.6666666666667,3,"Low"
"247",247,"SA024",3,4,2011,9,5,21,0,20.6,0,0,0,21,3,"Low"
"248",248,"SA024",3,4,2011,9,5,21,20,20.3,0,0,0,21.3333333333333,3,"Low"
"249",249,"SA024",3,4,2011,9,5,21,40,20.1,0,0,0,21.6666666666667,3,"Low"
"250",250,"SA024",3,4,2011,9,5,22,0,19.8,0,0,0,22,3,"Low"
"251",251,"SA024",3,4,2011,9,5,22,20,19.6,0,0,0,22.3333333333333,3,"Low"
"252",252,"SA024",3,4,2011,9,5,22,40,19.3,0,0,0,22.6666666666667,3,"Low"
"253",253,"SA024",3,4,2011,9,5,23,0,18.9,0,0,0,23,3,"Low"
"254",254,"SA024",3,4,2011,9,5,23,20,18.8,0,0,0,23.3333333333333,3,"Low"
"255",255,"SA024",3,4,2011,9,5,23,40,18.5,0,0,0,23.6666666666667,3,"Low"
"256",256,"SA024",3,314,2011,9,5,7,0,13.2,0,0,0,7,1,"High"
"257",257,"SA024",3,314,2011,9,5,7,20,13.2,0,0,0,7.33333333333333,1,"High"
"258",258,"SA024",3,314,2011,9,5,7,40,13.3,0,0,0,7.66666666666667,1,"High"
"259",259,"SA024",3,314,2011,9,5,8,0,13.4,0,0,0,8,1,"High"
"260",260,"SA024",3,314,2011,9,5,8,20,14.2,0,0,0,8.33333333333333,1,"High"
"261",261,"SA024",3,314,2011,9,5,8,40,14.7,0,0,0,8.66666666666667,1,"High"
"262",262,"SA024",3,314,2011,9,5,9,0,15.3,0,0,0,9,1,"High"
"263",263,"SA024",3,314,2011,9,5,9,20,15.9,0,0,0,9.33333333333333,1,"High"
"264",264,"SA024",3,314,2011,9,5,9,40,17,0,0,0,9.66666666666667,1,"High"
"265",265,"SA024",3,314,2011,9,5,10,0,18,0,0,0,10,1,"High"
"266",266,"SA024",3,314,2011,9,5,10,20,18.7,0,0,0,10.3333333333333,1,"High"
"267",267,"SA024",3,314,2011,9,5,10,40,19.3,0,0,0,10.6666666666667,1,"High"
"268",268,"SA024",3,314,2011,9,5,11,0,20,0,0,0,11,1,"High"
"269",269,"SA024",3,314,2011,9,5,11,20,21.1,0,0,0,11.3333333333333,1,"High"
"270",270,"SA024",3,314,2011,9,5,11,40,21.9,0,0,0,11.6666666666667,1,"High"
"271",271,"SA024",3,314,2011,9,5,12,0,23,0,0,0,12,1,"High"
"272",272,"SA024",3,314,2011,9,5,12,20,24,0,0,0,12.3333333333333,1,"High"
"273",273,"SA024",3,314,2011,9,5,12,40,24.4,0,0,0,12.6666666666667,1,"High"
"274",274,"SA024",3,314,2011,9,5,13,0,24.8,0,0,0,13,1,"High"
"275",275,"SA024",3,314,2011,9,5,13,20,25.6,0,0,0,13.3333333333333,1,"High"
"276",276,"SA024",3,314,2011,9,5,13,40,25.7,0,0,0,13.6666666666667,1,"High"
"277",277,"SA024",3,314,2011,9,5,14,0,26.2,0,0,0,14,1,"High"
"278",278,"SA024",3,314,2011,9,5,14,20,27.9,0,0,0,14.3333333333333,1,"High"
"279",279,"SA024",3,314,2011,9,5,14,40,27.7,0,0,0,14.6666666666667,1,"High"
"280",280,"SA024",3,314,2011,9,5,15,0,26.7,0,0,0,15,1,"High"
"281",281,"SA024",3,314,2011,9,5,15,20,27.1,0,0,0,15.3333333333333,1,"High"
"282",282,"SA024",3,314,2011,9,5,15,40,27.2,0,0,0,15.6666666666667,1,"High"
"283",283,"SA024",3,314,2011,9,5,16,0,26.7,0,0,0,16,1,"High"
"284",284,"SA024",3,314,2011,9,5,16,20,25.7,0,0,0,16.3333333333333,1,"High"
"285",285,"SA024",3,314,2011,9,5,16,40,25.2,0,0,0,16.6666666666667,1,"High"
"286",286,"SA024",3,314,2011,9,5,17,0,24.5,0,0,0,17,1,"High"
"287",287,"SA024",3,314,2011,9,5,17,20,24.5,0,0,0,17.3333333333333,1,"High"
"288",288,"SA024",3,314,2011,9,5,17,40,24,0,0,0,17.6666666666667,1,"High"
"289",289,"SA024",3,314,2011,9,5,18,0,23.4,0,0,0,18,1,"High"
"290",290,"SA024",3,314,2011,9,5,18,20,23,0,0,0,18.3333333333333,1,"High"
"291",291,"SA024",3,314,2011,9,5,18,40,22.2,0,0,0,18.6666666666667,1,"High"
"292",292,"SA024",3,314,2011,9,5,19,0,21.1,0,0,0,19,1,"High"
"293",293,"SA024",3,314,2011,9,5,19,20,20.3,0,0,0,19.3333333333333,1,"High"
"294",294,"SA024",3,314,2011,9,5,19,40,19.6,0,0,0,19.6666666666667,1,"High"
"295",295,"SA024",3,314,2011,9,5,20,0,18.6,0,0,0,20,1,"High"
